7,1115,CEREALS,baguette,,281,0,0,
7,1116,CEREALS,barley,,0,0,0,
7,1117,CEREALS,"brown rice",,119,50,60,"half cup"
7,1118,CEREALS,"cooked brown rice",,119,60,74,
7,1119,CEREALS,"cooked white rise",,100,50,50,
7,1120,CEREALS,"Cooked whole wheat pasta",,143,50,72,
7,1121,CEREALS,corn,,88,118,103,
7,1122,CEREALS,noudle,,150,50,75,"to check"
7,1123,CEREALS,"oats flakes",,367,12,44,"1 spoon, +HDL, -LDL, -fat into the blood"
7,1124,CEREALS,"pizza margherita",,271,0,0,
7,1125,CEREALS,"whole grain bread",,230,38,87,"1 slice"
7,1126,"DAIRY PRODUCTS","bottled white yogurt",,64,125,80,"decreases intestinal / body acidity, bacterial flora, calcium (x bones / teeth), immune system"
7,1127,"DAIRY PRODUCTS",cheese,,271,0,0,
7,1128,"DAIRY PRODUCTS","grana padano",,384,0,0,
7,1129,"DAIRY PRODUCTS","Low-fat white yogurt",,36,125,45,"decreases intestinal / body acidity, + bacterial flora, + calcium (x bones / teeth), + immune system"
7,1130,"DAIRY PRODUCTS","mozzarella cheese",,222,125,277,"1 mozzarella chese"
7,1131,"DAIRY PRODUCTS","skimmed milk",,35,247,86,"milk cup"
7,1132,"DAIRY PRODUCTS","uk cheese",,302,160,483,
7,1133,"DRIED FRUIT",almonds,,613,5,30,"6 almonds"
7,1134,"DRIED FRUIT",peanuts,,610,250,1525,"1 bag 250gr"
7,1135,"DRIED FRUIT",walnuts,,690,10,69,"5 walnuts, very caloric but contains omega3, unsaturated fatty acids, vitamin E, iron, magnesium"
7,1136,DRINKS,"coca cola",,0,330,0,"zero calories"
7,1137,DRINKS,coffe,,2,400,8,"american coffe cup"
7,1138,DRINKS,"green te",,2,0,0,
7,1139,DRINKS,lemon,,1,2000,20,
7,1140,FAT,"corn oil",,899,15,134,"1 spoon"
7,1141,FAT,"extra virgin olive oil",,826,15,123,"1 spoon"
7,1142,FAT,"sunflower oil",,829,15,124,"1 spoon"
7,1143,FAT,vinegar,,104,15,16,"1 spoon"
7,1144,FISH,"cod fish",,127,0,300,"2portions of cod"
7,1145,FISH,"salmon pate",,190,100,190,jar
7,1146,FISH,sardines,,167,0,200,
7,1147,FISH,"tuna pieces",,109,0,110,
7,1148,FRUIT,apple,,0,0,0,
7,1149,FRUIT,apricots,,50,72,36,"1 apricot"
7,1150,FRUIT,bananas,,90,100,90,"fruit twice per day"
7,1151,FRUIT,blackberries,,55,0,0,
7,1152,FRUIT,blueberries,,0,0,0,"antioxidants, better blood circulation"
7,1153,FRUIT,cherries,,70,0,0,
7,1154,FRUIT,khaki,,65,0,0,
7,1155,FRUIT,lemons,,30,0,0,"speeds up metabolism"
7,1156,FRUIT,melon,,50,0,0,
7,1157,FRUIT,orange,,45,0,0,
7,1158,FRUIT,peaches,,40,106,42,"1 peach, rich in fiber, antioxidants, vitamins"
7,1159,FRUIT,pears,,50,0,0,
7,1160,FRUIT,pineapple,,55,0,0,
7,1161,FRUIT,prunes,,50,0,0,
7,1162,FRUIT,raisins,,300,15,45,"1 tablespoon, prevents cancer and caries, contains catechin and polyphenols"
7,1163,FRUIT,raspberries,,40,0,0,antioxidants
7,1164,FRUIT,"sour cherries",,30,0,0,
7,1165,FRUIT,strawberries,,35,0,0,
7,1166,FRUIT,"strawberry jam",,247,33,81,"1 spoon"
7,1167,FRUIT,tangerines,,45,0,0,
7,1168,FRUIT,watermelon,,30,0,0,
7,1169,LEGUMES,beans,,83,410,340,"1 can"
7,1170,LEGUMES,chickpeas,,128,240,308,"1 can"
7,1171,LEGUMES,"dried vegetables",,296,0,0,
7,1172,LEGUMES,"frozen green peas",,48,0,0,
7,1173,LEGUMES,lentils,,90,0,90,
7,1174,MEAT,bagged,,144,0,0,"cured meat"
7,1175,MEAT,"baked ham",,132,0,0,
7,1176,MEAT,"boiled egg",,80,48,39,"1 egg"
7,1177,MEAT,salami,,144,0,0,
7,1178,PROTEIN,eggs,,80,100,80,"3 times a week, LU, ME, VE"
7,1179,"RED MEAT","pork chop",,110,100,110,"1 pork chop"
7,1180,SUGARS,"brioches double crème",,452,110,497,
7,1181,SUGARS,"chocolate salami",,181,181,181,"1 slice"
7,1182,SUGARS,"fruit ice cream",,130,2000,2600,"2L tank"
7,1183,SUGARS,honey,,307,12,36,"1 small spoon"
7,1184,SUGARS,"mars cioccolato",,448,39,177,"mars bar"
7,1185,SUGARS,"packed fruit ice cream",,160,2000,3200,"2L tank"
7,1186,SUGARS,"popcorn pack",,461,100,461,popcorn
7,1187,SUGARS,sugar,,400,5,20,"1 little spoon"
7,1188,VEGETABLE,broccoli,,27,207,56,"1 serving"
7,1189,VEGETABLE,carrots,,35,0,0,
7,1190,VEGETABLE,cauliflowers,,25,0,0,
7,1191,VEGETABLE,celery,,15,0,15,
7,1192,VEGETABLE,fennels,,15,0,0,
7,1193,VEGETABLE,garlic,,90,0,0,
7,1194,VEGETABLE,mushrooms,,25,100,25,
7,1195,VEGETABLE,olive,,144,95,137,"½ can"
7,1196,VEGETABLE,onion,,25,0,0,
7,1197,VEGETABLE,potatoes,,85,0,0,
7,1198,VEGETABLE,"salad tomato",,19,281,54,"400gr between vegetables / fruit recommended dose - vegetables twice a day"
7,1199,VEGETABLE,spinach,,24,0,0,
7,1200,VEGETABLE,tomato,,19,50,10,"400gr between vegetables / fruit recommended dose - vegetables twice a day"
7,1201,VEGETABLE,"vegetable soup",,30,200,60,
7,1202,"WHITE MEAT","chicken breast",,110,250,275,"1 chicken breast"
